Name: 斗鱼音乐-秋月剪水, URL: http://epg.112114.xyz/douyu/9588891, Date: 01-19-2024, Resolution: 1920x1080, Response Time: 4322ms
Name: ！, URL: https://shoutfactory-redbox.amagi.tv/hls/amagi_hls_data_redboxAAA-shoutfactorytv/CDN/playlist.m3u8, Date: 03-09-2023, Resolution: None, Response Time: 1902ms
Name: ！, URL: https://cloudvideo.servers10.com:8081/8028/index.m3u8, Date: 03-11-2023, Resolution: None, Response Time: 2117ms
Name: ！, URL: https://linear-59.frequency.stream/dist/roku/59/hls/master/playlist.m3u8, Date: 09-13-2023, Resolution: None, Response Time: 2136ms
Name: ！, URL: https://zabava-htlive.cdn.ngenix.net/hls/CH_PERETZ/variant.m3u8, Date: 03-18-2024, Resolution: None, Response Time: 2298ms
Name: ！, URL: https://zabava-htlive.cdn.ngenix.net/hls/CH_SUPER/variant.m3u8, Date: 03-20-2024, Resolution: None, Response Time: 2307ms
Name: ！, URL: https://zabava-htlive.cdn.ngenix.net/hls/CH_PYATNIZZA/variant.m3u8, Date: 03-24-2024, Resolution: None, Response Time: 2308ms
Name: ！, URL: http://abcnew.site:8880/3ca7123n11/ewfr543ds/3138, Date: 02-08-2024, Resolution: None, Response Time: 2392ms
Name: ！, URL: https://streaming.televizor-24-tochka.ru/live/25.m3u8, Date: 02-25-2024, Resolution: None, Response Time: 2632ms
Name: ！, URL: http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS01/master.m3u8, Date: 04-22-2023, Resolution: None, Response Time: 5066ms
Name: ！, URL: http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS01/master.m3u8, Date: 03-30-2023, Resolution: None, Response Time: 5450ms
Name: ！, URL: https://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS01/master.m3u8, Date: 05-10-2023, Resolution: None, Response Time: 5471ms
Name: 电影, URL: http://50.7.238.114:8278/cb7a1fec69/playlist.m3u8?tid=md05ab4002297&ct=18335&tsum=ebe4254ee0e073c2d3c9789e679c00a5, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 207ms
Name: 电影, URL: http://50.7.238.114:8278/cb7a1fec69/playlist.m3u8?ct=18335&tid=md05ab4002297&tsum=ebe4254ee0e073c2d3c9789e679c00a5, Date: 03-24-2024, Resolution: 1920x1080, Response Time: 209ms
Name: 电影, URL: http://50.7.238.114:8278/ettvmovie/playlist.m3u8?tid=MEDE1688528216885282&ct=19193&tsum=843fbd698e260c1fcda128dce85ead3b, Date: 03-24-2024, Resolution: 1920x1080, Response Time: 209ms
Name: 电影, URL: http://198.16.100.90:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 211ms
Name: 电影, URL: http://123.112.246.1:5555/rtp/239.3.1.250:8001, Date: 03-20-2024, Resolution: 1920x1080, Response Time: 502ms
Name: 电影, URL: http://116.128.243.121:9901/tsfile/live/1003_1.m3u8, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 617ms
Name: 电影, URL: http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8, Date: 03-24-2024, Resolution: 1920x1080, Response Time: 867ms
Name: 电影, URL: http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 1150ms
Name: 电影, URL: http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbjbvbjjjbvyvblcfybjxdbcjcfdvsfcbjbnjtcjnemjx.flv, Date: 03-24-2024, Resolution: 1920x1080, Response Time: 1201ms
Name: 电影, URL: http://ali.hlspull.yximgs.com/live/huanqiuhklivemjloehjbjjjpvboydetjewsjhthjyujfjwetyjjjhflxsj.flv, Date: 03-24-2024, Resolution: 1920x1080, Response Time: 1203ms
Name: 电影, URL: http://ali.hlspull.yximgs.com/live/huanqiuhklivejowdxnjltdjhecvxcjjejjejyhjdyduojuomdfjhjjjdjsjy.flv, Date: 03-23-2024, Resolution: 1920x1080, Response Time: 1204ms
Name: 电影, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/cctv68m/8000000/mnf.m3u8, Date: 03-24-2024, Resolution: 1920x1080, Response Time: 1316ms
Name: 电影, URL: http://epg.112114.xyz/douyu/6140589, Date: 03-19-2024, Resolution: 1920x1080, Response Time: 2331ms
Name: 电影, URL: http://do.dsp.mp.mi4.xyz:8888/udp/239.76.245.119:1234, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 2465ms
Name: 电影, URL: http://epg.112114.xyz/douyu/323876, Date: 03-19-2024, Resolution: 1920x1080, Response Time: 2487ms
Name: 电影, URL: http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=c357f68d7199827c89663777da40c4ee&token=cpn-androidmpro-0-20415-b6774b3b3249db1798811cfe5c393414bcc73f076e3a65fa&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 2642ms
Name: 电影, URL: http://tc-tct.douyucdn2.cn/dyliveflv1/20415rnWbjg6Ex1K_2000.flv?wsAuth=21eac7e8c6f60737a5777695d7e78b65&token=cpn-androidmpro-0-20415-b6774b3b3249db1714f6a26ef1f3033367889a4abcf8fd1f&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 2643ms
Name: 电影, URL: http://epg.112114.xyz/douyu/413573, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 2679ms
Name: 电影, URL: http://epg.112114.xyz/douyu/3637778, Date: 03-22-2024, Resolution: 1920x1080, Response Time: 2688ms
Name: 电影, URL: http://8.210.232.168/php/huya.php?id=11342427, Date: 03-25-2024, Resolution: 1920x1080, Response Time: 2749ms
Name: 电影, URL: http://epg.112114.xyz/douyu/6566671, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 2757ms
Name: 电影, URL: http://epg.112114.xyz/douyu/8945323, Date: 03-23-2024, Resolution: 1920x1080, Response Time: 2883ms
Name: 电影, URL: http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000p.flv?wsAuth=f149db0a268e17b462c4032f715fc551&token=cpn-androidmpro-0-85894-a3575d938a4aa30976aaee9c53a07043e9aa8ec98785781a&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 2886ms
Name: 电影, URL: http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000p.flv?wsAuth=f149db0a268e17b462c4032f715fc551&token=cpn-androidmpro-0-85894-a3575d938a4aa30976aaee9c53a07043e9aa8ec98785781a&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1, Date: 03-24-2024, Resolution: 1920x1080, Response Time: 2886ms
Name: 电影, URL: http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu.flv?wsAuth=87594bf7f0bf3d140de4168e744691f4&token=cpn-androidmpro-0-3637778-8c089871434b9344984c03f4c7655cdf172a1b1a18c4438c&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2, Date: 03-21-2024, Resolution: 1920x1080, Response Time: 3317ms
Name: 电影, URL: http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu_2000.flv?wsAuth=2413f01fb8568523b11a1fd79a98f906&token=cpn-androidmpro-0-3637778-8c089871434b93440d1eca0ac992619a50d6485ebb31150f&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 3448ms
Name: 电影, URL: http://epg.112114.xyz/huya/11342412, Date: 03-22-2024, Resolution: 1920x1080, Response Time: 3498ms
Name: 电影, URL: http://epg.112114.xyz/douyu/1226741, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 4784ms
Name: 电影, URL: http://iptv123.msns.cn:9901/tsfile/live/0006_1.m3u8, Date: 03-23-2024, Resolution: 1920x1080, Response Time: 5236ms
Name: 电影, URL: http://198.16.100.90:8278/xingwei_movie/playlist.m3u8?tid=MBAB2096754620967546&ct=18392&tsum=2c800c1f0b6cc98d2404608c294dcbc2, Date: 03-24-2024, Resolution: 1280x720, Response Time: 205ms
Name: 电影, URL: http://198.16.100.90:8278/xingwei_movie/playlist.m3u8?tid=MBAB2096754620967546&ct=18392&tsum=2c800c1f0b6cc98d2404608c294dcbc2, Date: 03-26-2024, Resolution: 1280x720, Response Time: 211ms
Name: 电影, URL: http://50.7.238.114:8278/xingwei_movie/playlist.m3u8?tid=MBAB2096754620967546&ct=18392&tsum=2c800c1f0b6cc98d2404608c294dcbc2, Date: 03-27-2024, Resolution: 1280x720, Response Time: 212ms
Name: 电影, URL: https://epg.pw/stream/7cd2a163028ebcd6e8caffba4408642bb8a5009e13dd97bf5f36706cd75f395e.m3u8, Date: 03-25-2024, Resolution: 1280x720, Response Time: 417ms
Name: 电影, URL: https://epg.pw/stream/a3bc84227079241a67196b79f3d90384036fe9fe731c31c17ec59c278e1aeeb5.m3u8, Date: 03-22-2024, Resolution: 1280x720, Response Time: 877ms
Name: 电影, URL: https://epg.pw/stream/4a62ed9593b78b102478dfb9ee5c49007c9082b303b3056a8c99ea50647847de.m3u8, Date: 03-26-2024, Resolution: 1280x720, Response Time: 1016ms
Name: 电影, URL: https://epg.pw/stream/05c7791a4d1db7ba680c3134464550eadb3c82b5fc870c210f38366804382de7.m3u8, Date: 03-22-2024, Resolution: 1280x720, Response Time: 1044ms
Name: 电影, URL: http://epg.112114.xyz/douyu/4246519, Date: 03-26-2024, Resolution: 1280x720, Response Time: 2678ms
Name: 电影, URL: http://diyp.112114.xyz/douyu/315457, Date: 03-19-2024, Resolution: 1280x720, Response Time: 2756ms
Name: 电影, URL: http://diyp.112114.xyz/douyu/9826611, Date: 03-21-2024, Resolution: 1280x720, Response Time: 2779ms
Name: 电影, URL: http://epg.112114.xyz/douyu/4549169, Date: 03-22-2024, Resolution: 1280x720, Response Time: 2802ms
Name: 电影, URL: http://epg.112114.xyz/douyu/9826611, Date: 03-26-2024, Resolution: 1280x720, Response Time: 2935ms
Name: 电影, URL: http://diyp.112114.xyz/douyu/4105989, Date: 03-22-2024, Resolution: 1280x720, Response Time: 3197ms
Name: 电影, URL: http://pull.kktv8.com/livekktv/99350550.flv, Date: 03-27-2024, Resolution: 1024x768, Response Time: 1190ms
Name: 电影, URL: http://epg.112114.xyz/douyu/7655471, Date: 03-23-2024, Resolution: 1024x768, Response Time: 4877ms
Name: 电影, URL: http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8, Date: 03-21-2024, Resolution: 1047x576, Response Time: 1349ms
Name: 电影, URL: http://121.24.99.177:8090/hls/103/index.m3u8, Date: 03-22-2024, Resolution: 1024x576, Response Time: 561ms
Name: 电影, URL: http://221.1.210.106:8053/tsfile/live/0006_1.m3u8, Date: 03-22-2024, Resolution: 785x576, Response Time: 508ms
Name: 电影, URL: http://220.173.26.219:5678/udp/239.81.0.84:4056, Date: 03-26-2024, Resolution: 720x576, Response Time: 487ms
Name: 电影, URL: http://180.142.179.26:8138/udp/239.81.0.65:4056, Date: 03-27-2024, Resolution: 720x576, Response Time: 490ms
Name: 电影, URL: http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA, Date: 03-26-2024, Resolution: 720x576, Response Time: 496ms
Name: 电影, URL: http://123.10.79.201:808/hls/79/index.m3u8, Date: 03-26-2024, Resolution: 720x576, Response Time: 546ms
Name: 电影, URL: http://211.142.218.74:9901/iptv/movie/cctv6.mp4?key=txiptv, Date: 03-26-2024, Resolution: 720x540, Response Time: 1016ms
Name: 电影, URL: http://222.173.134.150:8888/tsfile/live/0006_1.m3u8, Date: 03-22-2024, Resolution: 720x528, Response Time: 563ms
Name: 电影, URL: http://180.143.83.235:8181/tsfile/live/1047_1.m3u8, Date: 03-23-2024, Resolution: 720x480, Response Time: 487ms
Name: 电影, URL: http://180.143.83.235:8181/tsfile/live/1046_1.m3u8, Date: 03-27-2024, Resolution: 640x480, Response Time: 497ms
Name: 经典电影, URL: http://api2.52tb.xyz/info?id=1020&token=20230404dmgnht, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 728ms
Name: 经典电影, URL: http://epg.112114.xyz/douyu/74374, Date: 02-10-2024, Resolution: 1920x1080, Response Time: 1563ms
Name: 经典电影, URL: http://epg.112114.xyz/douyu/74374, Date: 03-25-2024, Resolution: 1920x1080, Response Time: 1579ms
Name: 经典电影, URL: http://121.24.99.177:8090/hls/103/index.m3u8, Date: 03-22-2024, Resolution: 1024x576, Response Time: 559ms
Name: 经典电影, URL: http://123.10.79.201:808/hls/79/index.m3u8, Date: 03-26-2024, Resolution: 720x576, Response Time: 479ms
Name: 经典电影, URL: http://220.173.26.219:5678/udp/239.81.0.84:4056, Date: 03-26-2024, Resolution: 720x576, Response Time: 497ms
Name: 经典电影, URL: https://epg.pw/stream/1374b45e065f6c41c32cf820f44625f4be03c3104d24ad841536eda06880cd58.ctv, Date: 02-03-2024, Resolution: None, Response Time: 647ms
Name: 经典电影, URL: https://epg.pw/stream/fe1a6c4b82aa9dedc01ac5465fe03ee2b457129a5d14ade98bfd90516683e2bb.ctv, Date: 02-03-2024, Resolution: None, Response Time: 655ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/uhd/cae_h264_delogo/1649341416749683469/mda-nd6k8tnavw6sj0a5.mp4, Date: 02-28-2024, Resolution: 3840x2160, Response Time: 1018ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/uhd/cae_h264_delogo/1649341416749683469/mda-nd6k8tnavw6sj0a5.mp4, Date: 01-07-2024, Resolution: 3840x2160, Response Time: 1151ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/qhd/cae_h264_delogo/1649341416716222901/mda-nd6k8tnavw6sj0a5.mp4, Date: 02-28-2024, Resolution: 2560x1440, Response Time: 1009ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/1080p/cae_h264_delogo/1649341416696755483/mda-nd6k8tnavw6sj0a5.mp4, Date: 10-10-2023, Resolution: 1920x1080, Response Time: 1008ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-khb9j4g6c25biyqj/v1-cae/1080p/mda-khb9j4g6c25biyqj.mp4, Date: 12-23-2023, Resolution: 1920x1080, Response Time: 1013ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-khb9j4g6c25biyqj/v1-cae/1080p/mda-khb9j4g6c25biyqj.mp4, Date: 03-13-2024, Resolution: 1920x1080, Response Time: 1016ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/qhd/cae_h264_delogo/1649341416716222901/mda-nd6k8tnavw6sj0a5.mp4, Date: 03-17-2023, Resolution: None, Response Time: 1014ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/1080p/cae_h264_delogo/1649341416696755483/mda-nd6k8tnavw6sj0a5.mp4, Date: 03-17-2023, Resolution: None, Response Time: 1017ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/720p/h264_delogo/1649341231263414752/mda-nd6k8tnavw6sj0a5.mp4, Date: 03-17-2023, Resolution: None, Response Time: 1151ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/720p/h264_delogo/1649341231263414752/mda-nd6k8tnavw6sj0a5.mp4, Date: 03-20-2023, Resolution: None, Response Time: 1159ms
Name: 变形金刚, URL: http://8.210.232.168/php/huya.php?id=21059596, Date: 10-04-2023, Resolution: None, Response Time: 1625ms
Name: 的直播间, URL: http://epg.112114.xyz/douyu/5960746, Date: 03-21-2023, Resolution: None, Response Time: 2119ms
Name: 的直播间, URL: http://epg.112114.xyz/douyu/5960746, Date: 09-01-2023, Resolution: None, Response Time: 5175ms
Name: 最可爱的人, URL: https://vd4.bdstatic.com/mda-mivcuawuwzah4k5d/sc/cae_h264/1632993257064934585/mda-mivcuawuwzah4k5d.mp4, Date: 08-22-2023, Resolution: None, Response Time: 743ms
Name: 狂飙, URL: https://vd2.bdstatic.com/mda-pb6egs1yutchak0p/720p/h264/1675764934723588488/mda-pb6egs1yutchak0p.mp4, Date: 01-10-2024, Resolution: 1280x720, Response Time: 636ms
Name: 上海滩, URL: https://txmov2.a.kwimgs.com/upic/2021/12/28/15/BMjAyMTEyMjgxNTAwMjZfNDAzMDAxOTlfNjM2NzkwMDAxMTNfMF8z_b_Bcc430667a27fbeb6e41a7c69291fab1f.mp4, Date: 03-07-2024, Resolution: 1280x720, Response Time: 1146ms
Name: 上海滩, URL: https://vdse.bdstatic.com//f9cda7e70273c267b61a3d0c969d2033.mp4, Date: 12-07-2023, Resolution: 1280x720, Response Time: 2317ms
Name: 上海滩, URL: https://vdse.bdstatic.com//f9cda7e70273c267b61a3d0c969d2033.mp4, Date: 03-25-2024, Resolution: 1280x720, Response Time: 2318ms
Name: 上海滩, URL: https://txmov2.a.kwimgs.com/upic/2021/02/22/22/BMjAyMTAyMjIyMjU2NDFfMTI0MzE0NjMyOF80NDg1MDgzMTY5NF8yXzM=_b_B35aa4e9376173041991a9a379ff4ac56.mp4, Date: 02-26-2024, Resolution: 718x404, Response Time: 1125ms
Name: 鹿鼎记, URL: https://vd3.bdstatic.com/mda-nab141bggfmp1917/sc/cae_h264_delogo/1641948721008742512/mda-nab141bggfmp1917.mp4, Date: 02-20-2024, Resolution: 1280x720, Response Time: 1129ms
Name: 鹿鼎记, URL: https://hnzy.bfvvs.com/play/PdyrY6eQ/index.m3u8, Date: 02-20-2024, Resolution: 1280x678, Response Time: 915ms
Name: 科幻电影, URL: http://www.51romzj.love:35455/huya/11602034, Date: 11-18-2023, Resolution: 1920x1080, Response Time: 2482ms
Name: 动物世界, URL: https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/71d7dce230b74c1b9e35b41e837ffc5f/1200.m3u8, Date: 11-25-2023, Resolution: 1280x720, Response Time: 1418ms
Name: 动物世界, URL: https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/71d7dce230b74c1b9e35b41e837ffc5f/1200.m3u8, Date: 03-07-2024, Resolution: 1280x720, Response Time: 1425ms
Name: 迷, URL: https://vd4.bdstatic.com/mda-mdbrb7fns70avrmt/1080p/cae_h264/1618222287/mda-mdbrb7fns70avrmt.mp4, Date: 10-16-2023, Resolution: 1920x1080, Response Time: 1173ms
Name: 迷, URL: https://vd2.bdstatic.com/mda-pbg468ytgu89qv8d/1080p/cae_h264/1676604708196538289/mda-pbg468ytgu89qv8d.mp4, Date: 02-18-2024, Resolution: 1920x1080, Response Time: 2353ms
Name: 迷, URL: https://vd2.bdstatic.com/mda-nh41d4ezecr5va6j/sc/cae_h264/1659671745720883173/mda-nh41d4ezecr5va6j.mp4, Date: 12-29-2023, Resolution: 1280x720, Response Time: 1439ms
Name: 迷, URL: http://epg.112114.xyz/douyu/4505431, Date: 11-03-2023, Resolution: 1280x720, Response Time: 2679ms
Name: 迷, URL: http://em.21dtv.com/songs/60019402.mkv, Date: 10-05-2023, Resolution: 704x528, Response Time: 1222ms
Name: 迷, URL: https://epg.pw/stream/d1344a6fab49803eb550f0f3c18efa802a3c0a46991358f21ae91f677c23ddfd.m3u8, Date: 08-14-2023, Resolution: None, Response Time: 640ms
Name: 迷, URL: https://vd3.bdstatic.com/mda-mh4c7hv80e3jndyd/sc/cae_h264/1628153492318188796/mda-mh4c7hv80e3jndyd.mp4, Date: 08-22-2023, Resolution: None, Response Time: 964ms
Name: 迷, URL: http://play-radio-stream3.hndt.com/now/WBhgSD3A/playlist.m3u8, Date: 03-17-2023, Resolution: None, Response Time: 1320ms
Name: 迷, URL: http://play-radio-stream3.hndt.com/now/WBhgSD3A/playlist.m3u8, Date: 07-26-2023, Resolution: None, Response Time: 1464ms
Name: 迷, URL: https://vd4.bdstatic.com/mda-mdsa3afda7q5r2x5/sc/cae_h264/1619507698/mda-mdsa3afda7q5r2x5.mp4, Date: 08-22-2023, Resolution: None, Response Time: 1472ms
Name: 迷, URL: http://epg.112114.xyz/douyu/4505431, Date: 09-01-2023, Resolution: None, Response Time: 2681ms
Name: 迷, URL: http://epg.112114.xyz/douyu/4505431, Date: 05-18-2023, Resolution: None, Response Time: 2681ms
Name: 迷, URL: http://epg.112114.xyz/douyu/4505431, Date: 03-17-2023, Resolution: None, Response Time: 3140ms
Name: 苦咖啡, URL: https://alimov2.a.kwimgs.com/upic/2022/06/16/06/BMjAyMjA2MTYwNjM2MzZfOTU2MzA3MDg4Xzc2ODY5MjE5NzUyXzJfMw==_b_Baab54f9c87d496662aacc3c06fba6e83.mp4?clientCacheKey=3xx8mu3zf3tjqpw_b.mp4&tt=b&di=24710b6c&bp=10000, Date: 10-06-2023, Resolution: 854x480, Response Time: 1426ms
Name: 欢笑剧场, URL: https://live.goodiptv.club/api/bestv.php?id=hxjc4k/15000000, Date: 06-05-2023, Resolution: 3840x2160, Response Time: 1173ms
Name: 欢笑剧场, URL: https://live.v1.mk/api/bestv.php?id=hxjc8m/8000000, Date: 11-18-2023, Resolution: 3840x2160, Response Time: 1519ms
Name: 欢笑剧场, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/hxjc8m/8000000/mnf.m3u8, Date: 12-16-2023, Resolution: 1920x1080, Response Time: 1299ms
Name: 欢笑剧场, URL: https://live.goodiptv.club/api/cqyx.php?id=hxjc_4K, Date: 02-07-2024, Resolution: 1920x1080, Response Time: 1627ms
Name: 欢笑剧场, URL: http://159.75.85.63:5681/sxg.php?id=hxjc-4k_8000, Date: 03-21-2023, Resolution: None, Response Time: 462ms
Name: 欢笑剧场, URL: http://159.75.85.63:5681/sxg.php?id=hxjc-4k_8000, Date: 05-18-2023, Resolution: None, Response Time: 467ms
Name: 欢笑剧场, URL: https://cntv.lat/tv/live.php?auth=231110&id=hxjc, Date: 09-19-2023, Resolution: None, Response Time: 662ms
Name: 欢笑剧场, URL: http://php.jdshipin.com:8880/bst.php?id=hxjchd/4000000, Date: 03-09-2024, Resolution: None, Response Time: 711ms
Name: 欢笑剧场, URL: http://php.jdshipin.com:8880/bst.php?id=kxjc4k/8000000, Date: 03-09-2024, Resolution: None, Response Time: 714ms
Name: 欢笑剧场, URL: http://php.jdshipin.com:8880/bst.php?id=hxjc4k/15000000, Date: 03-09-2024, Resolution: None, Response Time: 798ms
Name: 欢笑剧场, URL: http://php.jdshipin.com:8880/bst.php?id=hxjc, Date: 03-09-2024, Resolution: None, Response Time: 1018ms
Name: 欢笑剧场, URL: https://live.goodiptv.club/api/bestv.php?id=hxjc8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 1107ms
Name: 欢笑剧场, URL: https://epg.pw/stream/c6a962027d6b5705abcb3d40be7c2faa359119ec00690f9b5d3595a55e2b081c.ctv, Date: 12-26-2023, Resolution: None, Response Time: 1172ms
Name: 欢笑剧场, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/hxjc4k/15000000/mnf.m3u8, Date: 05-18-2023, Resolution: None, Response Time: 1294ms
Name: 欢笑剧场, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/hxjc4k/15000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 1306ms
Name: 劲爆体育, URL: https://live.v1.mk/api/bestv.php?id=jbtyhd8m/8000000, Date: 02-29-2024, Resolution: 3840x2160, Response Time: 1245ms
Name: 劲爆体育, URL: http://php.jdshipin.com:8880/bst.php?id=jbtyhd/4000000, Date: 03-13-2024, Resolution: 1920x1080, Response Time: 609ms
Name: 劲爆体育, URL: https://live.goodiptv.club/api/bestv.php?id=jbtyhd8m/8000000, Date: 12-27-2023, Resolution: 1920x1080, Response Time: 724ms
Name: 劲爆体育, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/jbtyhd8m/8000000/mnf.m3u8, Date: 01-01-2024, Resolution: 1920x1080, Response Time: 1295ms
Name: 劲爆体育, URL: https://cntv.lat/tv/live.php?auth=231110&id=jbty, Date: 09-19-2023, Resolution: None, Response Time: 110ms
Name: 劲爆体育, URL: http://php.jdshipin.com:8880/bst.php?id=jbty, Date: 03-09-2024, Resolution: None, Response Time: 639ms
Name: 劲爆体育, URL: https://live.v1.mk/api/ghyx.php?id=JinBaoTiYuHD_6000, Date: 06-02-2023, Resolution: None, Response Time: 1822ms
Name: 快乐垂钓, URL: https://cntv.lat/tv/live.php?auth=231110&id=klcd, Date: 09-19-2023, Resolution: None, Response Time: 574ms
Name: 快乐垂钓, URL: http://php.jdshipin.com:8880/bst.php?id=klcd8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 649ms
Name: 快乐垂钓, URL: https://live.goodiptv.club/api/bestv.php?id=klcd8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 786ms
Name: 快乐垂钓, URL: http://php.jdshipin.com:8880/bst.php?id=klcd, Date: 03-09-2024, Resolution: None, Response Time: 1130ms
Name: 快乐垂钓, URL: https://live.v1.mk/api/bestv.php?id=klcd8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1197ms
Name: 快乐垂钓, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/klcd8m/8000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 1336ms
Name: 金鹰纪实, URL: http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8?, Date: 02-25-2024, Resolution: 1080x540, Response Time: 464ms
Name: 金鹰纪实, URL: http://113.57.109.36:9901/tsfile/live/1007_1.m3u8, Date: 12-22-2023, Resolution: None, Response Time: 488ms
Name: 金鹰纪实, URL: https://cntv.lat/tv/live.php?auth=231110&id=jyjs, Date: 09-19-2023, Resolution: None, Response Time: 567ms
Name: 金鹰纪实, URL: http://php.jdshipin.com:8880/bst.php?id=jyjs8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 636ms
Name: 金鹰纪实, URL: http://php.jdshipin.com:8880/bst.php?id=jyjs, Date: 03-09-2024, Resolution: None, Response Time: 880ms
Name: 金鹰纪实, URL: https://epg.pw/stream/f129dd062627e43e9a6ed6e033b8659688d6faf22c5b33cbf278ef29dbf876c6.ctv, Date: 12-26-2023, Resolution: None, Response Time: 905ms
Name: 金鹰纪实, URL: http://api2.52tb.xyz/info?id=569&token=20230218htjgzi, Date: 05-28-2023, Resolution: None, Response Time: 969ms
Name: 金鹰纪实, URL: https://live.goodiptv.club/api/bestv.php?id=jyjs8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 987ms
Name: 金鹰纪实, URL: https://live.v1.mk/api/bestv.php?id=jyjs8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1399ms
Name: 戏曲精选, URL: https://live.v1.mk/api/bestv.php?id=xqjx8m/8000000, Date: 03-26-2024, Resolution: 3840x2160, Response Time: 1148ms
